ID,District,County,Route,BackPM,AheadPM,EA,EFIS,TYP,RTL Award,Activity Category,Support Cost ($K),R/W Capital ($K),Construction Capital ($K),Total ($K),Status,Activity/Project Location
MB001426,10,MER,99,,,1P230,1022000089.0,,,Major Damage - Emergency Opening (201.130),1,0,126,127,Active,"On southbound Route 99 in Merced County at PM 16. Replace irrigation booster pump, calsense irrigation controller"
MB001427,10,SJ,5,,,1P290,1022000100.0,,,Major Damage - Emergency Opening (201.130),1,0,134,135,Active,"On Northbound Route 5 in San Joaquin County at PM 25.58. Replace and install 18"" culvert pipe, flared end section, rock slope protection, and regrade the embankment."
MB000395,11,SD,15,27.074,S27.074,20075,0.0,2021.0,,Signs and Lighting (201.170),120,0,280,400,Active,SD015
MB000396,11,SD,5,R53.453,R53.653,12004,0.0,2021.0,,Signs and Lighting (201.170),90,0,210,300,Active,SD005
MB000397,11,SD,5,R54.227,R54.227,20009,0.0,2021.0,,Signs and Lighting (201.170),77,0,180,257,Active,SD005
MB000398,11,SD,76,M2.38,M4.211,20076,0.0,2021.0,,Signs and Lighting (201.170),108,0,250,358,Active,"Remove ""BIKE LANE""/arrow pavement markings, Install W4-4 (BEGIN RIGHT TURN LANE YIELD TO BIKES) signs, Fog seal the outside shoulder, Install 6"" edgeline rumble strip along the outside shoulder. EFIS 1119000198 (43091)"
MB000399,11,SD,5,R54.434,R54.434,18078,0.0,2021.0,,Signs and Lighting (201.170),116,0,270,386,Active,SD005
MB000400,11,SD,78,1.313,1.313,20005,0.0,2021.0,,Signs and Lighting (201.170),129,0,300,429,Active,SD78
MB000401,11,SD,15,M26.43,M26.97,20077,0.0,2021.0,,Signs and Lighting (201.170),22,0,50,72,Active,SD15
MB000402,11,SD,15,R35.04,R51.73,20078,0.0,2021.0,,Signs and Lighting (201.170),43,0,100,143,Active,SD15
MB000404,11,SD,5,R56.395R,R56.595R,18079,0.0,2021.0,,Signs and Lighting (201.170),86,0,200,286,Active,SD005
MB000405,11,SD,5,R53.9,R72.36,12036,0.0,2021.0,,Signs and Lighting (201.170),95,0,221,316,Active,"SR-76 to Cristianitos Road OC, Detail 11/13, MC #12-036 EFIS 1118000043 (2N0294)"
MB000406,11,SD,5,R32.789,R32.789,20079,0.0,2021.0,,Signs and Lighting (201.170),65,0,150,215,Active,"Remove and install the existing chain link fence 15'-20' (varies) from the edge of the pedestrian sidewalk, 2. Remove and install the existing electrical cabinet next to the water meter box"
MB000408,11,SD,5,R67.079,R67.079,20080,0.0,2021.0,,Signs and Lighting (201.170),86,0,200,286,Active,speed humps and signs within I-5 weigh station.
MB000409,11,SD,5,R53.676,R53.676,18072,0.0,2021.0,,Signs and Lighting (201.170),120,0,280,400,Active,"MC# 18-072, EB SR-76/Coast Highway, luminaires on connector"
MB000410,11,SD,76,0.69,0.8,20081,0.0,2021.0,,Signs and Lighting (201.170),86,0,200,286,Active,"Recommend Minor B repair area for dips in road, Tan Doan project EFIS 1119000198 (43091)"
MB000411,11,SD,805,12.507,12.507,20082,0.0,2021.0,,Signs and Lighting (201.170),45,0,104,149,Active,Install video and loop detectors
MB000412,11,SD,5,R15.773,R15.773,14017,0.0,2021.0,,Signs and Lighting (201.170),4,0,10,14,Active,MC #14-017
MB000413,11,SD,15,M14.429,M14.429,20085,0.0,2021.0,,Signs and Lighting (201.170),95,0,220,315,Active,SD015
MB000414,11,SD,15,2.371,2.371,20084,0.0,2021.0,,Signs and Lighting (201.170),58,0,155,213,Active,"SD015, SD805, SD163, SD008"
MB000415,11,SD,5,R11.9,R11.39,20086,0.0,2021.0,,Signs and Lighting (201.170),34,0,80,114,Active,Place rumble strips/install approx 350 feet MGS at the 8th Street UC
MB000416,11,SD,52,13.466,13.466,20087,0.0,2021.0,,Signs and Lighting (201.170),92,0,215,307,Active,construct sidewalk and install new curb ramps
MB000417,11,SD,805,24.275,24.275,20088,0.0,2021.0,,Signs and Lighting (201.170),43,0,100,143,Active,construct roundabout at I-805/Governor Dr
MB000418,11,SD,805,2.9,2.901,20089,0.0,2021.0,,Signs and Lighting (201.170),43,0,100,143,Active,"grind and replace AC on east side of Palm Ave bridge, replace sidewalk Might be addressed by EA 17370 (funded by City of SD)"
MB000419,11,SD,52,6.18,6.18,20090,0.0,2021.0,,Signs and Lighting (201.170),28,0,66,94,Active,"SD008, SD052"
MB000420,11,SD,8,6.432,6.432,17020,0.0,2021.0,,Signs and Lighting (201.170),22,0,50,72,Active,"signal ahead with flashing beacon, MC # 17-020"
MB000421,11,SD,8,L2.136,L2.136,17021,0.0,2021.0,,Signs and Lighting (201.170),52,0,120,172,Active,"MC # 17-021, 18698, 1402 (Only lighting request is remaining)"
MB000422,11,SD,75,16.009,16.009,20091,0.0,2021.0,,Signs and Lighting (201.170),62,0,145,207,Active,Install a W2-4 L with flashing beacons per Standard Plan ES-7J TYPE 15-FBS and Standard Plan ES-6F slip base approximately 500 feet north of the T-intersection.
MB000423,11,SD,52,0.6,1.16,20092,0.0,2021.0,,Signs and Lighting (201.170),108,0,250,358,Active,"Install 3,800 feet of Midwest Guardrail System from end of existing concrete barrier to Regents Road exit ramp."
MB000424,11,SD,805,27.12,27.29,20093,0.0,2021.0,,Signs and Lighting (201.170),110,0,256,365,Active,SD805
MB000425,11,SD,805,5.34,5.35,20094,0.0,2021.0,,Signs and Lighting (201.170),32,0,74,105,Active,SD805
MB000426,11,SD,805,22.38,22.381,20095,0.0,2021.0,,Signs and Lighting (201.170),96,0,224,320,Active,Place bike lane striping and install bike/pedestrian signing in both directions and at the ramps of the CMB interchange. Install approximately 450 feet of Chain Link Railing Type 2 along the south side of the Clairemont Mesa Boulevard OC Bridge
MB000427,11,SD,163,5.934,5.934,20096,0.0,2021.0,,Signs and Lighting (201.170),31,0,72,103,Active,Initiate a Minor B project to install approximately 270 feet of Midwest Guardrail System with guardrail delineators and appropriate terminal system end treatment along the left edge of shoulder of the SB SR-163 exit ramp to Genesee Avenue
MB000428,11,SD,805,5.5,13.8,20097,0.0,2021.0,,Signs and Lighting (201.170),102,0,235,337,Active,"Install one R3-12 sign, two R93-2 (CA) signs, one R3-12e sign, one SR-50-2 (CA) sign, and five R3-13 (mod) signs. - Remove one R3-13a sign, one E8-3 sign, four E8-2 signs, six E8-5 signs, and 3 E1-5aP ""LEFT"" plaques. - Stripe 12"" solid white line Chevron"
MB000429,11,SD,15,M3.92,M4.12,20098,0.0,2021.0,,Signs and Lighting (201.170),77,0,180,257,Active,Construct 725 feet of concrete barrier (Type 60) along the right edge of shoulder of the connector ramp from SB SR-15 to SB I-805. Place an Alternative crash cushion
MB000430,11,SD,8,9.694,9.694,18085,0.0,2021.0,,Signs and Lighting (201.170),32,0,75,107,Active,11-408704 / 2). Apply High Friction Surface Treatment as shown in the Recommendation Exhibit (HFST).
MB000431,11,SD,805,17.009,17.209,20099,0.0,2021.0,,Signs and Lighting (201.170),63,0,148,211,Active,SD805
MB000432,11,SD,8,6.38,6.38,14027,0.0,2021.0,,Signs and Lighting (201.170),19,0,45,64,Active,"MC # 14-027, Install MBGR along the right side of the NB Fairmount Avenue entrance ramp to EB I-8"
MB000435,11,IMP,115,35.235,35.235,20102,0.0,2021.0,,Signs and Lighting (201.170),52,0,120,172,Active,"Improvements of SR-115/SR-111 intersection (signs, crosswalk and removal of median island)"
MB000436,11,SD,54,0.57,0.57,20103,0.0,2021.0,,Signs and Lighting (201.170),54,0,125,179,Active,"Westbound State Route 54 (SR-54) at National City Blvd/Broadway OFR, right side"
MB000437,11,SD,78,12.291,12.291,20104,0.0,2021.0,,Signs and Lighting (201.170),108,0,250,358,Active,"Westbound State Route 78 (SR-78) Off-Ramp to San Marcos Blvd, left side"
MB000438,11,SD,78,R29.78,R29.78,20105,0.0,2021.0,,Signs and Lighting (201.170),125,0,290,415,Active,"SD78, SD125"
MB000439,11,SD,67,23.741,23.741,20106,0.0,2021.0,,Signs and Lighting (201.170),127,0,295,422,Active,SD67
MB000440,11,SD,76,32.833,34.833,20107,0.0,2021.0,,Signs and Lighting (201.170),116,0,270,386,Active,Remove portions of existing rumble strips by cold planing and filling with minor hot mix asphalt (187 locations). Provide striping wedge details at the approaches to rumble strip starting points (8 locations).
MB000441,11,SD,78,T17.944,T17.944,20108,0.0,2021.0,,Signs and Lighting (201.170),49,0,115,164,Active,SD78
MB000442,11,SD,94,4.986,5.386,20109,0.0,2021.0,,Signs and Lighting (201.170),125,0,290,415,Active,Improve surface friction by grooving the concrete pavement for the No 1 thru 5 lanes and placing High Friction Surface Treatment on the partial AC pavement of the No. 1 lane.
MB000443,11,IMP,98,33.702,33.932,20110,0.0,2021.0,,Signs and Lighting (201.170),26,0,60,86,Active,signal heads and electrical work for ADA
MB000444,11,SD,805,9.19,13.18,20083,0.0,2021.0,,Signs and Lighting (201.170),97,0,225,322,Active,SD805
MB000494,11,SD,5,,,3A340,1120000206.0,,,Drainage (201.151),120,0,300,420,Active,"In San Diego County, in the city of San Diego at the northbound offramp to National/Division. Repair drainage."
MB000495,11,SD,8,,,3A348,1120000214.0,,,Drainage (201.151),60,0,300,360,Active,"In San Diego County, at Greenfield Drive. Replace culvert."
MB000496,11,SD,8,,,3A352,1120000219.0,,,Drainage (201.151),60,0,300,360,Active,"In San Diego County, in the city of San Diego from 0.2 miles west of College Avenue to College Avenue. Repair drainage."
MB000497,11,IMP,86,,,3A226,1119000073.0,,,Drainage (201.151),45,0,140,185,Active,"In Imperial County, 1.0 mile north of Salton Sea Road. Install culverts."
MB000635,11,SD,15,,,39210,1114000053.0,,,Safety - SI (201.010),47,0,300,347,Active,"In San Diego County, at various locations. Install rumble strips, striping, and construct California Highway Patrol (CHP) motorcycle turnarounds."
MB000636,11,SD,15,,,3A086,1118000014.0,,,Protective Betterments (201.150),54,0,300,354,Active,"In San Diego County, in the city of San Diego 0.4 miles north of the 15/94 interchange. Install rock slope protection."
MB000637,11,SD,67,,,3A189,1118000267.0,,,Protective Betterments (201.150),64,0,320,384,Active,"In San Diego County, from Cloudy Moon Drive to Rockhouse Road. Rock scaling."
MB000638,11,SD,94,4.1,4.2,3A190,1118000270.0,,,Safety - SI (201.010),110,0,300,410,Active,"In San Diego County, in the city of San Diego at the Route 805 and Route 94 Interchange. Construct concrete barrier."
MB000639,11,SD,76,,,,,,,Protective Betterments (201.150),64,0,320,384,Active,"In San Diego County, 1.0 mile east of Sengme Oaks Road. Construct suspended drape and rock scaling."
MB000640,11,SD,805,,,3A210,1119000048.0,,,Safety - SI (201.010),70,0,300,370,Active,"In San Diego County, in the city of San Diego at the northbound offramp to Governor Drive intersection. Construct roundabout."
MB000641,11,IMP,8,,,3A214,1119000054.0,,,Roadside (201.210),178,0,320,498,Active,"In Imperial County, in the city of El Centro. Rehabilitate irrigation."
MB000642,11,SD,75,,,3A224,1119000071.0,,,Roadside (201.210),120,0,315,435,Active,"In San Diego County, in the city of Coronado at the Coronado Bay Bridge Toll Plaza. Landscaping."
MB000643,11,SD,125,R15.28,R15.28,3A236,1119000107.0,,,Safety - SI (201.010),167,0,314,481,Active,"In San Diego County, in the city of La Mesa at the northbound Route 125 to eastbound Route 8 Connector. Construct concrete barrier."
MB000644,11,SD,8,,,3A254,1119000137.0,,,Pavement (201.122),90,0,300,390,Active,"In San Diego County, in the city of San Diego at the Murray Drive Park and Ride Lot. Rehabilitate pavement."
MB000645,11,SD,78,,,3A264,1120000015.0,,,Safety - SI (201.010),129,0,300,429,Active,"In San Diego County, in the city of Oceanside at El Camino Real. Remove free right movement."
MB000646,11,SD,5,,,3A265,1120000016.0,,,Safety - SI (201.010),35,0,100,135,Active,"In San Diego County, in the city of Chula Vista at the northbound Route 5 to eastbound Route 54 Connector. Replace Breakaway Cable Terminal (BCT) end terminal."
MB000647,11,SD,125,12.85,12.85,3A280,1120000047.0,,,Roadside (201.210),129,0,300,429,Active,"In San Diego County, on Route 125 at various locations. Upgrade to smart irrigation controllers."
MB000648,11,SD,67,,,3A278,1120000048.0,,,Roadside (201.235),100,0,230,330,Active,"In San Diego County, on Route 67 from Scripps Poway Parkway to Archie Moore Road. Install active transportation system improvements."
MB000649,11,SD,8,6.8,7.3,3A283,1120000063.0,,,Roadside (201.210),129,0,300,429,Active,"In San Diego County, in the city of San Diego from 0.5 miles east of Fairmount Avenue to 0.2 miles east of Waring Road. Install water meter and irrigation controller."
MB000650,11,SD,67,15.2,16.2,3A284,1120000066.0,,,Roadside (201.235),150,0,300,450,Active,"In San Diego County, in the city of Poway from Poway Road to Running Deer Trail. Widen shoulder."
MB000651,11,SD,8,,,3A286,1120000068.0,,,Safety - SI (201.010),110,0,300,410,Active,"In San Diego County, at westbound offramp to Lake Murray and 70th Street. Apply High Friction Surface Treatment (HFST)."
MB000652,11,SD,125,,,3A295,1120000093.0,,,Signs and Lighting (201.170),120,0,280,400,Active,"In San Diego County, in the city of Chula Vista at the northbound Route 125 to westbound Route 54 Connector. Convert tunnel lighting to Light Emitting Diode (LED) fixtures."
MB000653,11,IMP,186,1.6,2,3A299,1120000113.0,,,Safety - SI (201.010),40,0,100,140,Active,"In Imperial County, at Andrade from1.6 mile north of the US-Mexico Border to the Route 186/Route 8 Separation. Install Speed Radar Feedback Sign."
MB000654,11,SD,8,,,3A310,1120000172.0,,,Pavement (201.122),100,0,300,400,Active,"In San Diego County, in the city of San Diego west of Mission City Parkway. Restore pavement profile."
MB000656,11,SD,5,,,3A336,1120000202.0,,,Advance Mitigation/Mitigation (201.240),80,0,200,280,Active,"In San Diego County, in National City at the Main Street southbound offramp. Slope paving."
MB000657,11,SD,5,,,3A337,1120000203.0,,,Safety - SI (201.010),110,0,300,410,Active,"In San Diego County, in the city of San Diego at the Route 5 and Route 75 merge. Construct concrete barrier."
MB000658,11,SD,5,,,3A338,1120000204.0,,,Safety - SI (201.010),110,0,320,430,Active,"In San Diego County, in the city of San Diego at the Route 5 and Route 163 Interchange. Widen shoulder and construct concrete barrier."
MB000659,11,SD,5,,,3A339,1120000205.0,,,Safety - SI (201.010),49,0,270,319,Active,"In San Diego County, in the city of San Diego from 8th Street to the 7th street onramp. Install rumble strips."
MB000660,11,SD,5,,,3A341,1120000207.0,,,Safety - SI (201.010),110,0,300,410,Active,"In San Diego County, at various locations from Del Mar Heights Road to the Camp Pendleton exit. Install flashing beacons, signing and striping."
MB000661,11,SD,5,,,3A342,1120000208.0,,,Safety - SI (201.010),40,0,80,120,Active,"In San Diego County, in the city of Oceanside at the northbound Route 5 offramp to Vandergrift Boulevard/Camp Pendleton. Install flashing beacons."
MB000662,11,SD,5,,,3A343,1120000209.0,,,Pavement (201.122),110,0,320,430,Active,"In San Diego County, in the city of Oceanside just south of the Santa Margarita Bridge. Replace pavement slabs."
MB000663,11,SD,5,,,3A344,1120000210.0,,,Safety - SI (201.010),54,0,300,354,Active,"In San Diego County, in the city of San Diego from Imperial Avenue to the 5/163 Interchange. Improve access control and slope paving."
MB000664,11,SD,8,,,3A345,1120000211.0,,,Safety - SI (201.010),54,0,250,304,Active,"In San Diego County, at northbound Fairmount Avenue to westbound Route 8 onramp. Concrete Barrier and Drainage."
MB000665,11,SD,8,,,3A346,1120000212.0,,,Safety - SI (201.010),40,0,100,140,Active,"In San Diego County, in the city of San Diego at Fairmount Avenue. Install guardrail."
MB000666,11,SD,8,,,3A347,1120000213.0,,,Mobility - ADA (201.378),40,0,80,120,Active,"In San Diego County, at Johnson Avenue. Relocate pedestrian push button."
MB000667,11,IMP,8,,,3A349,1120000215.0,,,Mobility - TMS (201.315),150,0,300,450,Active,"In Imperial County, east of Bowker Road. Install Changeable Message Signs (CMS)."
MB000668,11,IMP,8,,,3A350,1120000216.0,,,Pavement (201.122),120,0,320,440,Active,"In Imperial County, on eastbound Route 8 at the approach to the All American Canal Bridge No. 58-0306R. Restore pavement profile."
MB000670,11,SD,15,,,3A320,1120000218.0,,,Roadside (201.235),45,0,300,345,Active,"In San Diego County, in the city of San Diego from 0.5 mile north of Poway Road to 0.5 miles south of Ted Williams Parkway. Construct concrete barrier and slope paving."
MB000671,11,SD,8,,,3A353,1120000220.0,,,Safety - SI (201.010),75,0,300,375,Active,"In San Diego County, in the city of San Diego at the Route 8 to southbound Route 15 Connector. Install lighting."
MB000672,11,IMP,8,,,3A354,1120000221.0,,,Roadside (201.210),135,0,300,435,Active,"In Imperial County, in the city of El Centro. Upgrade irrigation controllers."
MB000673,11,SD,15,2.371,2.371,3A355,1120000222.0,,,Safety - SI (201.010),80,0,200,280,Active,"In San Diego County, in the city of San Diego at the southbound Route 15 to westbound Route 94 Connector. Restripe and modify signs."
MB000674,11,SD,15,,,3A321,1120000223.0,,,Safety - SI (201.010),100,0,200,300,Active,"In San Diego County, in the city of San Diego at the northbound Route 15 onramp to westbound Pomerado Road. Install signs and flashing beacons."
MB000675,11,SD,15,M14.429,M19.67,3A322,1120000224.0,,,Roadside (201.235),110,0,300,410,Active,"In San Diego County, at the Miramar Road onramp, Pomerado Road onramp, and the Ted Williams Parkway onramp. Relocate ramp meter and install flashing beacons."
MB000676,11,SD,15,,,3A323,1120000225.0,,,Safety - SI (201.010),110,0,300,410,Active,"In San Diego County, at various locations. Upgrade High-Occupency Vehicle (HOV) and Managed Lanes signs and remove entrance ramp."
MB000677,11,SD,67,,,3A324,1120000226.0,,,Safety - SI (201.010),50,0,100,150,Active,"In San Diego County, in Ramona at 16th Street. Install luminaire."
MB000678,11,SD,67,,,3A325,1120000227.0,,,Safety - SI (201.010),130,0,320,450,Active,"In San Diego County, at various locations from the eastbound Route 52 to northbound Route 67 connector to 16th Street. Install street lighting, replace overhead signs and pavement markings."
MB000679,11,SD,76,,,3A326,1120000228.0,,,Safety - SI (201.010),110,0,300,410,Active,"In San Diego County, in the city of Oceanside from 0.2 miles east of Airport Road to Rancho Del Oro Drive. Striping and pavement markings."
MB000680,11,SD,76,,,3A327,1120000230.0,,,Safety - SI (201.010),80,0,200,280,Active,"In San Diego County, at various locations. Construct guardrail."
MB000681,11,SD,78,,,3A328,1120000231.0,,,Safety - SI (201.010),110,0,300,410,Active,"In San Diego County, in the city of San Marcos from San Marcos Boulevard to Nordahl Road. Replace guardrail with concrete barrier."
MB000682,11,SD,94,4.986,5.386,3A329,1120000232.0,,,Safety - SI (201.010),110,0,320,430,Active,"In San Diego County, in the city of San Diego 0.2 miles west of Euclid Avenue. Apply High Friction Surface Treatment (HFST)."
MB000683,11,SD,163,,,3A330,1120000233.0,,,Advance Mitigation/Mitigation (201.240),110,0,300,410,Active,"In San Diego County, in the city of San Diego 0.3 south of Mesa College Drive to the Mesa College Drive Overcrossing. Construct slope paving."
MB000684,11,SD,163,,,3A331,1120000234.0,,,Pavement (201.122),100,0,300,400,Active,"In San Diego County, in the city of San Diego at the westbound Route 8 to southbound 163 Connector. Repair pavement profile."
MB000685,11,SD,163,,,3A332,1120000235.0,,,Advance Mitigation/Mitigation (201.240),120,0,320,440,Active,"In San Diego County, in the city of San Diego from Route 5 to Washington Street. Construct slope paving."
MB000686,11,SD,805,,,3A333,1120000236.0,,,Safety - SI (201.010),150,0,300,450,Active,"In San Diego County, in the city of San Diego at the southbound Route 805 onramp from westbound Mira Mesa Boulevard. Install flashing beacons."
MB000687,11,SD,805,,,3A334,1120000237.0,,,Mobility - ADA (201.361),150,0,300,450,Active,"In San Diego County, in the city of San Diego at the Traffic Management Center (TMC). Construct Americans with Disabilities Act (ADA) improvements."
MB000688,11,SD,125,,,3A335,1120000238.0,,,Advance Mitigation/Mitigation (201.240),110,0,300,410,Active,"In San Diego County, in the city of San Diego from 0.1 mile south to 0.1 miles north of Jamacha Road. Secure drainage facilities."
MB000754,11,SD,78,1.39,1.39,3A369,1121000023.0,,,Drainage (201.151),0,0,250,250,Active,In San Diego County in the City of Oceanside at the El Camino Real onramp to westbound SR-78
MB000755,11,SD,805,,,3A314,1120000183.0,,,Drainage (201.151),0,0,300,300,Active,In San Diego County in the City of San Diego at the southbound 805 connector to SR-15
MB000756,11,SD,5,,,3A297,1120000105.0,,,Drainage (201.151),0,0,250,250,Active,In San Diego County in the City of Carlsbad on I-15 at Jefferson Street OC
MB000757,11,SD,905,,,3A293,1120000085.0,,,Drainage (201.151),0,0,150,150,Active,In San Diego County in the City of San Diego on EB SR-905 at Picador Blvd UC (57-0849R)
MB000758,11,SD,5,R49.9,R49.9,3A358,1120000243.0,,,Drainage (201.151),0,0,300,300,Active,In San Diego County in the city of Carlsbad just south of Carlsbad Village Drive
MB001038,11,SD,163,1.021,1.305,3A290,1120000078.0,,,Pavement (201.120),95,0,230,325,Active,"In San Diego County, in the city of San Diego at the southbound 163 to Route 5 Connector. Pavement rehabilitation."
MB001039,11,SD,94,3.7,4.5,3A301,1120000117.0,,,Safety - SI (201.010),69,0,333,402,Active,"In San Diego County, in the City of San Diego on westbound Route 94 at the northbound 805 to westbound 94 merge. Replace pavement in poor condition."
MB001040,11,SD,15,M4.91,M27.3,3A305,1120000139.0,,,Roadside (201.235),144,0,333,477,Active,"In San Diego County, at various locations. Install lane alert 2x (Pilot Project)."
MB001042,11,IMP,8,R37.5,R39.0,3A319,1120000196.0,,,Roadside (201.210),129,0,300,429,Active,In Imperial County in El Centro from 8th Street Overcrossing to 0.10 mile east of the Fourth Street Undercrossing to upgrade irrigation system
MB001043,11,SD,125,9.9,9.9,3A359,1120000248.0,,,Major Damage - Emergency Opening (201.130),90,0,330,420,Active,In San Diego County on SR-125 at Jamacha Road and on I-805 at Plaza Blvd. EMERGENCY - Secure Drainage Facilities.
MB001044,11,SD,15,R53.21,R53.21,3A361,1120000261.0,,,Drainage (201.151),165,0,330,495,Active,In San Diego County on I-15 about 0.1 Miles North of Rainbow Glen Road. Culvert Lining (DS#570154005321).
MB001045,11,SD,78,R16.0,R16.0,3A366,1121000016.0,,,Facilities (201.352),60,0,333,393,Active,In San Diego County at the Escondido Maintenance Station. Washrack Canopy.
MB001046,11,IMP,98,56.5,56.5,3A367,1121000017.0,,,Facilities (201.352),143,0,333,476,Active,In Imperial County in Midway Wells at the Midway Maintenance Station. Construct Material Bunker.
MB001047,11,SD,8,6.4,6.4,3A368,1121000022.0,,,Safety - SI (201.010),131,0,245,376,Active,In San Diego County in San Diego at Westbound On-Ramp from Mission Center Road and on Eastbound/Westbound On-Ramp from Fairmount Avenue. Construct MGS and Lighting.
MB001048,11,SD,8,4.3,4.3,3A370,1121000027.0,,,Facilities (201.352),143,0,275,418,Active,In San Diego County in the city of San Diego at the Camino Del Rio Maintenance Station. Pavement Rehabilitation.
MB001049,11,SD,125,18.5,21.3,3A372,1121000048.0,,,Roadside (201.210),130,0,310,440,Active,"In San Diego County in the cities of La Mesa, El Cajon and Santee from the Fletcher Pkwy UC to 0.6 miles south of the Prospect Avenue. Update Regional Irrigation Control System (RICS) to the new smart irrigation control system - Calsense platform.."
MB001051,11,SD,15,M26.97,R32.663,3A377,1121000060.0,,,Safety - SI (201.010),110,0,181,291,Active,In San Diego County in the city of Escondido from Via Rancho Parkway overcrossing to just south of El Norte Parkway undercrossing. Revise signing and striping.
MB001052,11,SD,78,35.5,35.8,3A379,1121000073.0,,,Pavement (201.120),52,0,86,138,Active,In San Diego County in Ramona from 10th street to 8th street. Repaving and Striping.
MB001053,11,SD,805,3.65,4.4,3A381,1121000078.0,,,Pavement (201.122),143,0,308,451,Active,In San Diego County in Chula Vista from Main Street to Orange Avenue. Ramp Pavement Rehab.
MB001055,11,SD,67,R1.1,R1.1,3A383,1121000082.0,,,Major Damage - Emergency Opening (201.130),50,0,200,250,Active,In San Diego County in Santee at the Bradley Pump House. EMERGENCY - Water Quality Abatement.
MB001056,11,SD,5,R53.5,R53.7,3A384,1121000083.0,,,Safety - SI (201.010),120,0,210,330,Active,In San Diego County in Oceanside from 4th Street Overcrossing to northbound off to Route 76/Pacific Coast Highway. Install MGS.
MB001057,11,SD,905,R11.4,R11.4,3A386,1121000085.0,,,Major Damage - Emergency Opening (201.130),30,0,34,64,Active,In San Diego County at the Otay Mesa Commercial Vehicle Enforcement Facility. EMERGENCY - Repair Water Line.
MB001058,11,SD,805,27.215,27.215,3A387,1121000086.0,,,Safety - SI (201.010),143,0,333,476,Active,"In San Diego County in San Diego at Various Locations on Route 015, 005 & 805 from PM M14.429, R33.891, 27.215. Install Flashing Beacons, Signs Post, Pavement markings, etc."
MB001059,11,SD,5,R13.4,R13.4,3A388,1121000087.0,,,Pavement (201.122),120,0,300,420,Active,In San Diego County in the city of San Diego at the 28th Street onramp to northbound I-5. Ramp Pavement Rehabilitation.
MB001060,11,SD,94,6,6.2,3A389,1121000088.0,,,Pavement (201.122),120,0,300,420,Active,In San Diego County in the city of San Diego at the Federal Boulevard onramp to westbound Route 94. Ramp Pavement Rehabilitation.
MB001061,11,SD,94,7.7,7.9,3A390,1121000089.0,,,Pavement (201.120),112,0,260,372,Active,In San Diego County in the city of Lemon Grove at the eastbound Route 94 offramp to College Avenue and Broadway. Ramp Pavement Rehabilitation.
MB001062,11,SD,805,2.5,2.9,3A391,1121000090.0,,,Pavement (201.120),143,0,333,476,Active,In San Diego County in the city of San Diego at the NB I-805 offramp to Palm Avenue. Ramp Pavement Rehabilitation.
MB001063,11,SD,805,17.009,17.209,3A392,1121000091.0,,,Safety - SI (201.010),65,0,181,246,Active,In San Diego County in San Diego just north of Adams Avenue. Grind PCC Pavement.
MB001065,11,IMP,8,R11.62,R11.62,3A394,1121000093.0,,,Safety - SI (201.010),128,0,310,438,Active,In Imperial County at Ocotillo Wells at 0.3 mile west and 0.2 mile west of Imperial Highway Undercrossing. Rebuild Median Cross Over.
MB001066,11,IMP,8,R12.52,R12.52,3A395,1121000094.0,,,Safety - SI (201.010),159,0,145,304,Active,In Imperial County Near Ocotillo Wells 0.4 Mile East and 0.8 Mile East of Imperial Highway Undercrossing.. Rebuild Median Cross Over.
MB001067,11,IMP,8,R16.71,R16.71,3A396,1121000095.0,,,Safety - SI (201.010),159,0,268,427,Active,In Imperial County 4.9 Miles East of Ocotillo Wells 2.3 Mile East and 2.4 Mile East of South Fork Coyote Wash.. Rebuild Median Cross Over.
MB001068,11,SD,76,32.6,33.3,3A397,1121000096.0,,,Roadside (201.250),39,0,90,129,Active,In San Diego County in Escondido at the Valley Center Roundabout. Landscape Service Contract.
MB001069,11,IMP,8,R23.16,R23.16,3A398,1121000098.0,,,Safety - SI (201.010),106,0,35,141,Active,In Imperial County 11.6 Miles East of Ocotillo Wells 0.32 Mile West of Dunaway Road Overcrossing.. Rebuild Median Cross Over.
MB001070,11,SD,76,R2.38,R4.211,3A400,1121000103.0,,,Safety - Collision Reduction (201.015),143,0,263,406,Active,"In San Diego County in the city of Oceanside from just west of Foussat Road to Rancho Del Oro Drive. Pavement Markings, Signs, and Striping."
MB001071,11,IMP,86,8.5,8.5,3A402,1121000105.0,,,Facilities (201.352),143,0,333,476,Active,In Imperial County in El Centro at the old El Centro Maintenance Station (5708). Demolish Buildings.
MB001072,11,SD,5,R16.84,R16.84,3A403,1121000109.0,,,Major Damage - Emergency Opening (201.130),112,0,280,392,Active,In San Diego County in the City of San Diego at the Grape Street UC (Br. No. 57-0414K). EMERGENCY - Secure Bridge Abutment.
MB001073,11,IMP,8,R3.1R,R40.9,3A408,1121000118.0,,,Major Damage - Emergency Opening (201.130),83,0,330,413,Active,In San Diego County and Imperial County. EMERGENCY - Repair Guardrail.
MB001074,11,SD,163,3.43,3.43,3A410,1121000120.0,,,Safety - SI (201.010),95,0,200,295,Active,In San Diego County in the city of San Diego at the northbound 163 to westbound I-8/Friars Road offramp. Replace damaged end treatment.
MB001075,11,SD,5,9.41,R17.9,3A411,1121000123.0,,,Major Damage - Emergency Opening (201.130),90,0,330,420,Active,In San Diego County at various locations. EMERGENCY - Secure Bridge Abutments.
